side,q_a_command_rad,q_b_command_rad,wheel_hx_m,wheel_hz_m,other_wheel_hx_m,other_wheel_hz_m,gas_slide_q_m,max_abs_qvel,max_abs_equality_residual_m,q_link_005_joint_rad,q_link_006_joint_rad,q_link_007_joint_rad,q_link_008_joint_rad,q_link_009_joint_rad,q_link_011_joint_rad,q_link_013_joint_rad,q_link_004_joint_rad,q_link_017_joint_rad,q_link_019_joint_rad,q_link_021_joint_rad,q_link_020_joint_rad,q_link_022_joint_rad,q_link_024_joint_rad,q_link_016_joint_rad,q_link_018_joint_rad
right,-0.277,-0.05740000000000001,-0.0119540808550618,-0.108433639007195,1.47433675137684e-09,-0.134300207627801,-0.0174927832483921,1.46089927541948e-06,1.19238059703708e-09,,,,,,,,,0.45608482311984,-0.456084835051757,3.08614030898736e-13,0.456084838487611,0.0361006303805026,5.23218116077525e-10,-0.456084818360375,5.31264428280642e-09
right,-0.277,-0.028949999999999976,-0.0137534972021483,-0.110323857661666,1.47433675137684e-09,-0.134300207627801,-0.0170065487961041,1.4941781918648e-06,1.19238059703708e-09,,,,,,,,,0.436313620817773,-0.436313632936342,3.17640851824596e-13,0.436313636112701,0.0356213614461803,5.16221754534708e-10,-0.436313616038472,5.08407021645769e-09
right,-0.277,-0.0005000000000000004,-0.0156110967457898,-0.112199080521364,1.47433675137684e-09,-0.134300207627801,-0.0165156082993812,1.52704797497688e-06,1.19238059703708e-09,,,,,,,,,0.416316819644452,-0.416316831950198,3.26704467966193e-13,0.416316834872061,0.0350214438253945,5.07255969291409e-10,-0.416316814844293,4.8539984091298e-09
right,-0.277,0.027949999999999975,-0.0175268268178144,-0.11405675062617,1.47433675137684e-09,-0.134300207627801,-0.0160203206260007,1.55934790941263e-06,1.19238059703708e-09,,,,,,,,,0.396100467704545,-0.396100480198046,3.357707634245e-13,0.396100482870485,0.0342995469610212,4.96321241356982e-10,-0.396100462882503,4.62256468689278e-09
right,-0.277,0.056400000000000006,-0.0195005369820826,-0.115894308164521,1.47433675137684e-09,-0.134300207627801,-0.0155210522414477,1.59091069082081e-06,1.19238059703708e-09,,,,,,,,,0.375670622516368,-0.375670635198256,3.4480409814122e-13,0.375670637626418,0.0334545686052636,4.83421997447371e-10,-0.375670617671408,4.38990472320675e-09
right,-0.277,0.08484999999999998,-0.0215319793955796,-0.117709196508314,1.47433675137684e-09,-0.134300207627801,-0.0150181761201643,1.62156292621842e-06,1.19238059703708e-09,,,,,,,,,0.355033331108797,-0.355033343979774,3.53767045752526e-13,0.355033346168871,0.032485630586148,4.68566411204013e-10,-0.355033326239874,4.15615375881409e-09
right,-0.277,0.11330000000000001,-0.0236208094620485,-0.119498867986655,1.47433675137684e-09,-0.134300207627801,-0.0145120706893194,1.65112567050428e-06,1.19238059703708e-09,,,,,,,,,0.33419461178478,-0.33419462484562,3.62621215043702e-13,0.334194626800935,0.0313920734691925,4.5176619078925e-10,-0.334194606890837,3.92144629484553e-09
right,-0.277,0.14175000000000004,-0.0257665867536317,-0.121260789386625,1.47433675137684e-09,-0.134300207627801,-0.0140031188106438,1.67941499783202e-06,1.19238059703708e-09,,,,,,,,,0.313160437557659,-0.313160450809219,3.71327868418362e-13,0.313160452536101,0.0301734502538215,4.33036355648999e-10,-0.313160432637623,3.68591585195322e-09
right,-0.277,0.17019999999999996,-0.0279687761762373,-0.122992447173684,1.47433675137684e-09,-0.134300207627801,-0.0134917068048279,1.70624253468464e-06,1.19238059703708e-09,,,,,,,,,0.291936721243582,-0.291936734686809,3.79843784448628e-13,0.291936736190673,0.0288295192431895,4.12395005583222e-10,-0.291936716296358,3.44969484105955e-09
right,-0.277,0.19864999999999994,-0.0302267493549412,-0.124691352428303,1.47433675137684e-09,-0.134300207627801,-0.0129782235219907,1.73141601244414e-06,1.19238059703708e-09,,,,,,,,,0.270529302173688,-0.270529315809629,3.88130072861139e-13,0.270529317095958,0.0273602362228345,3.89863086287759e-10,-0.270529297198161,3.21291438629896e-09
right,-0.277,0.22710000000000002,-0.0325397862166151,-0.126355045498848,1.47433675137684e-09,-0.134300207627801,-0.0124630594608059,1.75473983846642e-06,1.19238059703708e-09,,,,,,,,,0.248943934473516,-0.248943948303326,3.96143442913885e-13,0.248943949377672,0.0257657460783674,3.65464152493371e-10,-0.248943929468541,2.97570430269791e-09
right,-0.277,0.25555,-0.0349070767480619,-0.127981100373636,1.47433675137684e-09,-0.134300207627801,-0.0119466059380325,1.77601560943318e-06,1.19238059703708e-09,,,,,,,,,0.227186276843953,-0.227186290868908,4.03840869167498e-13,0.227186291736895,0.0240463739756345,3.39224130095019e-10,-0.227186271808357,2.7381929972941e-09
right,-0.277,0.284,-0.0373277229091984,-0.129567128777526,1.47433675137684e-09,-0.134300207627801,-0.0114292543094346,1.79504266455578e-06,1.19503498763329e-09,,,,,,,,,0.205261883767935,-0.20526189798944,4.11178591432323e-13,0.205261898656764,0.0222026162188094,3.11171086397182e-10,-0.205261878700506,2.50050755564569e-09
right,-0.24930000000000002,-0.285,0.00169472794698,-0.0949321972517095,1.47433675137684e-09,-0.134300207627801,-0.0207482382661989,1.13933330339101e-06,1.19238059703708e-09,,,,,,,,,0.588142677534952,-0.588142688170016,2.30940282479198e-13,0.588142693566936,0.036228243349634,5.18883549966958e-10,-0.588142672883089,6.8598340148236e-09
right,-0.24930000000000002,-0.25655,0.000351255382249807,-0.0968952703886138,1.47433675137684e-09,-0.134300207627801,-0.0203043052907505,1.16800918253594e-06,1.19238059703708e-09,,,,,,,,,0.570121402720645,-0.570121413539619,2.37809080136661e-13,0.57012141864492,0.0365395479738215,5.25404713405726e-10,-0.570121398055865,6.64448499810367e-09
right,-0.24930000000000002,-0.22809999999999997,-0.00104797004637547,-0.0988622220726789,1.47433675137684e-09,-0.134300207627801,-0.0198534546464795,1.19701988873005e-06,1.19238059703708e-09,,,,,,,,,0.551834311385672,-0.551834322388912,2.44867034759655e-13,0.551834327206963,0.036746053922184,5.30077868667562e-10,-0.551834306706916,6.42671057173464e-09
right,-0.24930000000000002,-0.19965,-0.00250362793589085,-0.100830720613879,1.47433675137684e-09,-0.134300207627801,-0.0193959600429024,1.22626035157896e-06,1.19238059703708e-09,,,,,,,,,0.533286697875309,-0.53328670906318,2.52104277981064e-13,0.533286713598465,0.0368448280781958,5.32872116543952e-10,-0.533286693181525,6.20663162905332e-09
right,-0.24930000000000002,-0.1712,-0.00401630916852756,-0.102798381378994,1.47433675137684e-09,-0.134300207627801,-0.0189321106551964,1.25561660711457e-06,1.19238059703708e-09,,,,,,,,,0.514484045947657,-0.514484057320536,2.59488920951128e-13,0.51448406157765,0.0368331536289796,5.33761211911961e-10,-0.514484041237794,5.98437268360539e-09
right,-0.24930000000000002,-0.14275,-0.00558651341423132,-0.104762773795896,1.47433675137684e-09,-0.134300207627801,-0.0184622100536248,1.28496598213588e-06,1.19238059703708e-09,,,,,,,,,0.495431999916032,-0.495432011474317,2.66997314248151e-13,0.495432015457956,0.0367085369446435,5.32723556383583e-10,-0.495431995189043,5.76006110945855e-09
right,-0.24930000000000002,-0.11429999999999998,-0.00721464706222695,-0.106721428349693,1.47433675137684e-09,-0.134300207627801,-0.0179865750971422,1.31417738907157e-06,1.19238059703708e-09,,,,,,,,,0.476136336525663,-0.476136348269778,2.74601787621598e-13,0.476136351984734,0.036468712617155,5.29742159672581e-10,-0.476136331780503,5.53382657658391e-09
right,-0.24930000000000002,-0.08584999999999998,-0.00890102157197174,-0.108671843518058,1.47433675137684e-09,-0.134300207627801,-0.0175055348036054,1.34311163303294e-06,1.19238059703708e-09,,,,,,,,,0.456602937805481,-0.456602949735879,2.82272499710726e-13,0.456602953187036,0.0361116467116959,5.24804562795301e-10,-0.456602933041102,5.3058005058893e-09
right,-0.24930000000000002,-0.05740000000000001,-0.0106458522297786,-0.11061149259887,1.47433675137684e-09,-0.134300207627801,-0.0170194292083141,1.37162180517864e-06,1.19238059703708e-09,,,,,,,,,0.436837765098608,-0.436837777215786,2.89978104676924e-13,0.436837780408111,0.0356355383068976,5.17902732174813e-10,-0.436837760313961,5.07611546073088e-09
right,-0.24930000000000002,-0.028949999999999976,-0.0124492572940606,-0.112537830389361,1.47433675137684e-09,-0.134300207627801,-0.0165286082217491,1.39955368658591e-06,1.19238059703708e-09,,,,,,,,,0.416846834437879,-0.416846846742375,2.97687198411198e-13,0.416846849680916,0.0350388194201136,5.09032923349336e-10,-0.416846829631908,4.84490470678683e-09
right,-0.24930000000000002,-0.0005000000000000004,-0.0143112575095004,-0.11444829968205,1.47433675137684e-09,-0.134300207627801,-0.0160334304964035,1.42674622100607e-06,1.19238059703708e-09,,,,,,,,,0.396636193396243,-0.396636205888651,3.05364080005604e-13,0.396636208578535,0.0343201534297833,4.98195522864971e-10,-0.396636188567887,4.61230175390661e-09
right,-0.24930000000000002,0.027949999999999975,-0.0162317759684572,-0.116340337548725,1.47433675137684e-09,-0.134300207627801,-0.0155342623115583,1.45303199494668e-06,1.19238059703708e-09,,,,,,,,,0.376211899507242,-0.376211912188215,3.12974046049016e-13,0.376211914634641,0.033478432119056,4.85394866015047e-10,-0.376211894655428,4.37843997999508e-09
right,-0.24930000000000002,0.056400000000000006,-0.0182106382965503,-0.118211381389487,1.47433675137684e-09,-0.134300207627801,-0.0150314764837584,1.47823775303471e-06,1.19238059703708e-09,,,,,,,,,0.355580000318303,-0.355580013188563,3.20478819287223e-13,0.355580015396801,0.0325127714732863,4.70639038770602e-10,-0.355579995441946,4.1434522554137e-09
right,-0.24930000000000002,0.08484999999999998,-0.0202475731385394,-0.120058874729236,1.47433675137684e-09,-0.134300207627801,-0.0145254513096499,1.50218492086985e-06,1.19238059703708e-09,,,,,,,,,0.334746515110128,-0.334746528170473,3.27841870222967e-13,0.334746530145863,0.0314225063690378,4.53939666664857e-10,-0.334746510208128,3.90747068209941e-09
right,-0.24930000000000002,0.11330000000000001,-0.0223422129203112,-0.121880272748972,1.47433675137684e-09,-0.134300207627801,-0.0140165695467489,1.5246901524483e-06,1.19238059703708e-09,,,,,,,,,0.313717418289034,-0.313717431540347,3.35022756273313e-13,0.3137174332883,0.0302071842941523,4.35311691183884e-10,-0.313717413360272,3.67062636980166e-09
right,-0.24930000000000002,0.14175000000000004,-0.02449409486289,-0.12367304754375,1.47433675137684e-09,-0.134300207627801,-0.0135052174366686,1.54556586314398e-06,1.19238059703708e-09,,,,,,,,,0.292498624436098,-0.292498637879354,3.41982094532661e-13,0.292498639405348,0.0288665582376048,4.14773139116804e-10,-0.292498619479432,3.43304922598025e-09
right,-0.24930000000000002,0.17019999999999996,-0.0267026622248732,-0.125434693103137,1.47433675137684e-09,-0.134300207627801,-0.0129917837743359,1.56462077915202e-06,1.19238059703708e-09,,,,,,,,,0.271095974977249,-0.271095988613528,3.48678537135851e-13,0.27109598992311,0.0274005788846785,3.92344887511364e-10,-0.271095969991512,3.19486783897588e-09
right,-0.24930000000000002,0.19864999999999994,-0.0289672657504645,-0.127162730013448,1.47433675137684e-09,-0.134300207627801,-0.0124766590258098,1.58166046129211e-06,1.19238059703708e-09,,,,,,,,,0.249515226422156,-0.24951524025265,3.55074482562927e-13,0.24951524135144,0.0258093862478243,3.68050427964792e-10,-0.24951522140615,2.9562093751903e-09
right,-0.24930000000000002,0.22710000000000002,-0.0312871653012855,-0.128854709884043,1.47433675137684e-09,-0.134300207627801,-0.0119602344964671,1.59648784796072e-06,1.19238059703708e-09,,,,,,,,,0.227762040106531,-0.227762054132554,3.61114748100018e-13,0.227762055026245,0.0240933008568354,3.41915629193113e-10,-0.227762035059024,2.71719956740896e-09
right,-0.24930000000000002,0.25555,-0.0336615316513295,-0.130508219502405,1.47433675137684e-09,-0.134300207627801,-0.0114429015505605,1.60890375495809e-06,1.19475054849438e-09,,,,,,,,,0.205841973362279,-0.20584198758528,3.66768926555738e-13,0.205841988279642,0.0222528146240222,3.13968504339496e-10,-0.205841968281998,2.4779626686092e-09
right,-0.24930000000000002,0.284,-0.0360894484257256,-0.132120884724724,1.47433675137684e-09,-0.134300207627801,-0.0109250508824844,1.61870738607746e-06,1.20554340121704e-09,,,,,,,,,0.183760472032415,-0.18376048645399,3.71989195767538e-13,0.183760486954873,0.02028858149126,2.84238982687927e-10,-0.183760466918046,2.23862155107561e-09
right,-0.22160000000000002,-0.285,0.00306945603736781,-0.0967955786470953,1.47433675137684e-09,-0.134300207627801,-0.020316098427571,1.07606812625811e-06,1.19238059703708e-09,,,,,,,,,0.570599923106165,-0.570599933923077,2.19509440068045e-13,0.570599939040593,0.0365326728124278,5.26259668326576e-10,-0.570599918438505,6.6465847301086e-09
right,-0.22160000000000002,-0.25655,0.00172672124301438,-0.0988004157896805,1.47433675137684e-09,-0.134300207627801,-0.0198654267184587,1.10133823626184e-06,1.19238059703708e-09,,,,,,,,,0.552319772738818,-0.552319783740061,2.25467363965205e-13,0.552319788570726,0.0367419800889849,5.31015310493821e-10,-0.552319768056915,6.42783168396294e-09
right,-0.22160000000000002,-0.22809999999999997,0.000327636983451713,-0.100808423861105,1.47433675137684e-09,-0.134300207627801,-0.0194081036321292,1.12667790149821e-06,1.19238059703708e-09,,,,,,,,,0.533778958098972,-0.533778969284918,2.31563352885763e-13,0.533778973833253,0.0368436301608639,5.33894085969408e-10,-0.53377895340175,6.20676090690574e-09
right,-0.22160000000000002,-0.19965,-0.00112845577827145,-0.102817236879309,1.47433675137684e-09,-0.134300207627801,-0.018944417949616,1.15197113643956e-06,1.19238059703708e-09,,,,,,,,,0.514982958325418,-0.514982969696451,2.37773073776208e-13,0.514982973967092,0.0368349004170077,5.34869645906197e-10,-0.514982953611803,5.98349470769171e-09
right,-0.22160000000000002,-0.1712,-0.00264212623954659,-0.104824440231655,1.47433675137684e-09,-0.134300207627801,-0.0184746728757738,1.17709355921943e-06,1.19238059703708e-09,,,,,,,,,0.49593741386459,-0.495937425421118,2.4407661669988e-13,0.495937429418803,0.0367132912717932,5.33920288072251e-10,-0.495937409133509,5.7581582693665e-09
right,-0.22160000000000002,-0.14275,-0.00421385148556898,-0.106827577611704,1.47433675137684e-09,-0.134300207627801,-0.0179991849336658,1.2019126290736e-06,1.19238059703708e-09,,,,,,,,,0.476648098324643,-0.4766481100671,2.50438111022439e-13,0.476648113796664,0.0364765312518534,5.31028918494624e-10,-0.476648093575023,5.53087908341871e-09
right,-0.22160000000000002,-0.11429999999999998,-0.00584401463788563,-0.108824157908143,1.47433675137684e-09,-0.134300207627801,-0.0175182828352371,1.22628796697339e-06,1.19238059703708e-09,,,,,,,,,0.457120891298758,-0.457120903227611,2.56831750642326e-13,0.457120906693982,0.0361225802936661,5.26182976155997e-10,-0.457120886529523,5.30178631345724e-09
right,-0.22160000000000002,-0.08584999999999998,-0.00753290341181634,-0.110811661998463,1.47433675137684e-09,-0.134300207627801,-0.0170323063400198,1.25007176311444e-06,1.19238059703708e-09,,,,,,,,,0.437361752362261,-0.437361764478017,2.63226030005165e-13,0.437361767686212,0.0356496313277414,5.19374326719967e-10,-0.437361747572328,5.07101031124457e-09
right,-0.22160000000000002,-0.05740000000000001,-0.00928070906691826,-0.112787549405984,1.47433675137684e-09,-0.134300207627801,-0.0165416051127599,1.27310916349653e-06,1.19238059703708e-09,,,,,,,,,0.417376696410851,-0.417376708714066,2.69588076282675e-13,0.417376711669182,0.0350561102450864,5.10599128150701e-10,-0.417376691599134,4.83868209561561e-09
right,-0.22160000000000002,-0.028949999999999976,-0.0110875257318318,-0.114749264784796,1.47433675137684e-09,-0.134300207627801,-0.0160465375898916,1.29523872355541e-06,1.19238059703708e-09,,,,,,,,,0.397171770470765,-0.397171782962048,2.75883507614704e-13,0.397171785669263,0.0343406743576389,4.99857672387848e-10,-0.397171765636165,4.60493293663978e-09
right,-0.22160000000000002,-0.0005000000000000004,-0.0129533500826752,-0.11669424420316,1.47433675137684e-09,-0.134300207627801,-0.0155474698637342,1.31629290067514e-06,1.19238059703708e-09,,,,,,,,,0.376753032076904,-0.376753044756927,2.82077931283102e-13,0.376753047221494,0.0335022094765636,4.8715420391035e-10,-0.376753027218313,4.36989392111119e-09
right,-0.22160000000000002,0.027949999999999975,-0.014878081352602,-0.118619921201574,1.47433675137684e-09,-0.134300207627801,-0.0150447745922011,1.33609854895176e-06,1.19238059703708e-09,,,,,,,,,0.356126529282546,-0.356126542152051,2.8813364467351e-13,0.356126544379298,0.0325398257408424,4.72496722715845e-10,-0.356126524398838,4.13369563577832e-09
right,-0.22160000000000002,0.056400000000000006,-0.0168615216491619,-0.120523732607126,1.47433675137684e-09,-0.134300207627801,-0.0145388299407071,1.35447743204232e-06,1.19238059703708e-09,,,,,,,,,0.335298282334605,-0.335298295394414,2.94013195532675e-13,0.335298297389737,0.0314528523337103,4.55896772121031e-10,-0.335298277424638,3.89646785050558e-09
right,-0.22160000000000002,0.08484999999999998,-0.0189033765556348,-0.122403124090694,1.47433675137684e-09,-0.134300207627801,-0.0140300185618754,1.37124675439396e-06,1.19238059703708e-09,,,,,,,,,0.314274267021989,-0.31427428027301,2.99677724671581e-13,0.314274282041881,0.0302408312264757,4.37369215926734e-10,-0.314274262084599,3.65833929870471e-09
right,-0.22160000000000002,0.11330000000000001,-0.0210032559924895,-0.124255555458069,1.47433675137684e-09,-0.134300207627801,-0.0135187266175951,1.38621969768488e-06,1.19238059703708e-09,,,,,,,,,0.293060399681446,-0.293060413124684,3.05087463459894e-13,0.293060414672642,0.0289035100885013,4.16932008829279e-10,-0.293060394715443,3.4194374840177e-09
right,-0.22160000000000002,0.14175000000000004,-0.0231606753154765,-0.126078505670082,1.47433675137684e-09,-0.134300207627801,-0.0130053428469885,1.39920594668871e-06,1.19238059703708e-09,,,,,,,,,0.271662523825529,-0.271662537462094,3.10202562592856e-13,0.271662538794753,0.0274408344989913,3.94605960334434e-10,-0.271662518829694,3.17988850347164e-09
right,-0.22160000000000002,0.17019999999999996,-0.0253750566275346,-0.12786947759032,1.47433675137684e-09,-0.134300207627801,-0.0124902576829224,1.41001221393812e-06,1.19238059703708e-09,,,,,,,,,0.250086398340915,-0.250086412172035,3.14980391661357e-13,0.250086413295081,0.025852939591106,3.70414499790159e-10,-0.250086393313998,2.93981701013598e-09
right,-0.22160000000000002,0.19864999999999994,-0.0276457302826126,-0.129626002462015,1.47433675137684e-09,-0.134300207627801,-0.011973862418849,1.41844274777838e-06,1.19238059703708e-09,,,,,,,,,0.228337687192009,-0.228337701219037,3.19380351953032e-13,0.228337702138232,0.0241401412522315,3.44383438557526e-10,-0.228337682132719,2.69934611220218e-09
right,-0.22160000000000002,0.22710000000000002,-0.0299719365606128,-0.131345644118192,1.47433675137684e-09,-0.134300207627801,-0.0114565484270039,1.4242998509839e-06,1.19446613711105e-09,,,,,,,,,0.206421950554489,-0.206421964778918,3.23356271978771e-13,0.206421965500103,0.0223029269963076,3.16540737797304e-10,-0.206421945461495,2.45859736269164e-09
right,-0.22160000000000002,0.25555,-0.0323528274939129,-0.133026002931233,1.47433675137684e-09,-0.134300207627801,-0.0109387064283094,1.42738436124985e-06,1.20525878166688e-09,,,,,,,,,0.184344637295893,-0.184344651719367,3.26870072491902e-13,0.184344652248466,0.0203419466153331,2.86916279045184e-10,-0.184344632167815,2.21769083685978e-09
right,-0.22160000000000002,0.284,-0.034787468827252,-0.134664719509631,1.47433675137684e-09,-0.134300207627801,-0.0104207258137432,1.42749612490493e-06,1.21605434055816e-09,,,,,,,,,0.162111078715172,-0.162111093339498,3.29873151491224e-13,0.162111093682526,0.0182580027078098,2.55541641864416e-10,-0.162111073550576,1.97674514055554e-09
right,-0.19390000000000002,-0.285,0.00449711803153334,-0.0986608063018812,1.47433675137684e-09,-0.134300207627801,-0.0198773941650409,1.00641342593707e-06,1.19238059703708e-09,,,,,,,,,0.552805052846544,-0.552805063845769,2.06919684912948e-13,0.552805068688992,0.0367378314239449,5.31751992926239e-10,-0.552805048161529,6.43169260875858e-09
right,-0.19390000000000002,-0.25655,0.00315567745944317,-0.100706698846998,1.47433675137684e-09,-0.134300207627801,-0.0194202427965764,1.02788879682703e-06,1.19238059703708e-09,,,,,,,,,0.534271040881051,-0.534271052065049,2.1188675808357e-13,0.534271056626375,0.0368423555185342,5.34714065176866e-10,-0.53427103618043,6.20964266022583e-09
right,-0.19390000000000002,-0.22809999999999997,0.00175729051980988,-0.102755037513035,1.47433675137684e-09,-0.134300207627801,-0.0189567210298941,1.04915668278222e-06,1.19238059703708e-09,,,,,,,,,0.515481697177221,-0.515481708546386,2.16935167208872e-13,0.515481712830488,0.0368365687419097,5.35774838689295e-10,-0.515481692459897,5.98538309347314e-09
right,-0.19390000000000002,-0.19965,0.000301318992024372,-0.104803425637205,1.47433675137684e-09,-0.134300207627801,-0.0184871317036711,1.07009095674814e-06,1.19238059703708e-09,,,,,,,,,0.496442658295026,-0.496442669849773,2.22034836555633e-13,0.49644267386143,0.0367179655562453,5.34912508335561e-10,-0.496442653559899,5.75903696719013e-09
right,-0.19390000000000002,-0.1712,-0.00121278448192158,-0.106849422146847,1.47433675137684e-09,-0.134300207627801,-0.018011791004294,1.09055761062593e-06,1.19238059703708e-09,,,,,,,,,0.477159694686647,-0.477159706427421,2.27164904938199e-13,0.477159710171512,0.0364842684251238,5.32109877419261e-10,-0.477159689932617,5.53072956210514e-09
right,-0.19390000000000002,-0.14275,-0.00278547434488498,-0.108890548396022,1.47433675137684e-09,-0.134300207627801,-0.0175310273370026,1.1104150763312e-06,1.19238059703708e-09,,,,,,,,,0.457638683491433,-0.457638695418713,2.32288809281482e-13,0.457638698900212,0.0361334311574111,5.27354282654914e-10,-0.457638678717395,5.30058789594337e-09
right,-0.19390000000000002,-0.11429999999999998,-0.00441711048371513,-0.110924294919408,1.47433675137684e-09,-0.134300207627801,-0.0170451801847669,1.12951461073634e-06,1.19238059703708e-09,,,,,,,,,0.437885582499764,-0.43788559461407,2.37380150936203e-13,0.43788559783804,0.0356636405354625,5.20637489824387e-10,-0.437885577704606,5.06874011691438e-09
right,-0.19390000000000002,-0.08584999999999998,-0.00610795698550323,-0.112948128061503,1.47433675137684e-09,-0.134300207627801,-0.0165545989658107,1.14770069330471e-06,1.19238059703708e-09,,,,,,,,,0.417906405454086,-0.417906417755989,2.42405235000539e-13,0.417906420727576,0.035073316322859,5.11955560178948e-10,-0.417906400636687,4.83531505152252e-09
right,-0.19390000000000002,-0.05740000000000001,-0.00785818127333475,-0.114959496445054,1.47433675137684e-09,-0.134300207627801,-0.0160596418997333,1.16481147405184e-06,1.19238059703708e-09,,,,,,,,,0.397707198818889,-0.397707211309013,2.47328277429051e-13,0.397707214033448,0.0343611097629966,5.01308691395704e-10,-0.397707193978116,4.60044174475712e-09
right,-0.19390000000000002,-0.028949999999999976,-0.00966785360158823,-0.116955837248523,1.47433675137684e-09,-0.134300207627801,-0.0155606748911348,1.18067924750049e-06,1.19238059703708e-09,,,,,,,,,0.377294020116545,-0.377294032795582,2.52115733164359e-13,0.377294035278171,0.0335259006921451,4.88701037931649e-10,-0.377294015251252,4.36424905685586e-09
right,-0.19390000000000002,-0.0005000000000000004,-0.0115369468891017,-0.118934582268069,1.47433675137684e-09,-0.134300207627801,-0.0150580704385616,1.19513094330542e-06,1.19238059703708e-09,,,,,,,,,0.356672917893446,-0.356672930762158,2.56729730503156e-13,0.356672933008282,0.0325667933992322,4.7414051389183e-10,-0.356672913002469,4.12686533608135e-09
right,-0.19390000000000002,0.027949999999999975,-0.0134653368673851,-0.120893163744849,1.47433675137684e-09,-0.134300207627801,-0.0145522065754886,1.20798863258292e-06,1.19238059703708e-09,,,,,,,,,0.335849913351151,-0.335849926410382,2.61134992143357e-13,0.335849928425499,0.0314831113698067,4.57638581463967e-10,-0.335849908433304,3.88841807134893e-09
right,-0.19390000000000002,0.056400000000000006,-0.0154528025204415,-0.122829019943458,1.47433675137684e-09,-0.134300207627801,-0.0140434658489664,1.21907004649331e-06,1.19238059703708e-09,,,,,,,,,0.314830983650744,-0.314830996901428,2.65291044836407e-13,0.314830998691066,0.0302743910537064,4.39210027985468e-10,-0.31483097870482,3.64903369928117e-09
right,-0.19390000000000002,0.08484999999999998,-0.0174990267926034,-0.124739600471788,1.47433675137684e-09,-0.134300207627801,-0.0135322343405127,1.22818910148138e-06,1.19238059703708e-09,,,,,,,,,0.293622046875353,-0.293622060318524,2.69158930192277e-13,0.293622061888286,0.028940374795261,4.18872735871348e-10,-0.293622041900115,3.40883735566348e-09
right,-0.19390000000000002,0.11330000000000001,-0.0196035975410271,-0.126622371336654,1.47433675137684e-09,-0.134300207627801,-0.0130189007328319,1.23515640504632e-06,1.19238059703708e-09,,,,,,,,,0.272228948615964,-0.272228962252763,2.72699810517644e-13,0.272228963608325,0.02748100306178,3.96647448741163e-10,-0.272228943610142,3.16795276665153e-09
right,-0.19390000000000002,0.14175000000000004,-0.0217660087100539,-0.128474819733045,1.47433675137684e-09,-0.134300207627801,-0.0125038554250194,1.23977979026633e-06,1.19238059703708e-09,,,,,,,,,0.250657450129114,-0.250657463960803,2.75871282444603e-13,0.250657465107919,0.0258964061010108,3.72557533810024e-10,-0.250657445091404,2.92650210135774e-09
right,-0.19390000000000002,0.17019999999999996,-0.0239856617054797,-0.130294458567906,1.47433675137684e-09,-0.134300207627801,-0.0119874896980605,1.24186480103065e-06,1.19238059703708e-09,,,,,,,,,0.228913218001745,-0.228913232029717,2.7863250904796e-13,0.228913232974216,0.0241868951515816,3.46628746197849e-10,-0.228913212930801,2.68460594099534e-09
right,-0.19390000000000002,0.19864999999999994,-0.026261866947805,-0.132078830721902,1.47433675137684e-09,-0.134300207627801,-0.0114701949316668,1.2412152039139e-06,1.19418169797214e-09,,,,,,,,,0.207001815248092,-0.207001829473883,2.80941547470884e-13,0.207001830221678,0.0223529533225596,3.18888995092388e-10,-0.207001810142523,2.442383253552e-09
right,-0.19390000000000002,0.22710000000000002,-0.0285938455847251,-0.133825513054726,1.47433675137684e-09,-0.134300207627801,-0.010952361872817,1.23763345513857e-06,1.20497417599452e-09,,,,,,,,,0.184928693755872,-0.184928708181171,2.82758213695991e-13,0.18492870873826,0.0203952262494786,2.89368115528584e-10,-0.184928688614232,2.19995140809821e-09
right,-0.19390000000000002,0.25555,-0.0309807313444037,-0.135532120161175,1.47433675137684e-09,-0.134300207627801,-0.010434379955777,1.23092117764819e-06,1.21576976264137e-09,,,,,,,,,0.162699187993804,-0.162699202620471,2.84033542378494e-13,0.162699202992945,0.0183145126248542,2.58097645315842e-10,-0.162699182814593,1.95742621592122e-09
right,-0.19390000000000002,0.284,-0.03342157251242,-0.137196307886515,1.47433675137684e-09,-0.134300207627801,-0.00991663667286906,1.22087959936735e-06,1.22656035328461e-09,,,,,,,,,0.14031850988949,-0.140318524719569,2.84733388267821e-13,0.140318524913614,0.0161117546915657,2.2511061011966e-10,-0.140318504671143,1.71492202272275e-09
right,-0.16620000000000001,-0.285,0.00597826723330073,-0.100525708997889,1.47433675137684e-09,-0.134300207627801,-0.0194323775308522,9.29881051103364e-07,1.19238059703708e-09,,,,,,,,,0.534762946120917,-0.534762957302945,1.93071378568442e-13,0.534762961877203,0.0368410041991624,5.35332849671753e-10,-0.534762941416936,6.21526634135166e-09
right,-0.16620000000000001,-0.25655,0.00463865673446517,-0.102611916434037,1.47433675137684e-09,-0.134300207627801,-0.0189690198903857,9.47160930017028e-07,1.19238059703708e-09,,,,,,,,,0.515980262399799,-0.515980273767072,1.96964506245173e-13,0.51598027806457,0.0368381586475118,5.36477610883677e-10,-0.515980257678807,5.99002666234864e-09
