side,target_rotation_rad,target_shape_rad,q_a_command_rad,q_b_command_rad,actual_rotation_rad,actual_shape_rad,rotation_tracking_error_rad,shape_tracking_error_rad,wheel_hx_m,wheel_hz_m,wheel_radius_m,wheel_angle_rad,other_wheel_hx_m,other_wheel_hz_m,gas_slide_q_m,max_abs_nonwheel_qvel,max_abs_equality_residual_m,q_link_005_joint_rad,q_link_006_joint_rad,q_link_007_joint_rad,q_link_008_joint_rad,q_link_009_joint_rad,q_link_011_joint_rad,q_link_013_joint_rad,q_link_004_joint_rad,q_link_017_joint_rad,q_link_019_joint_rad,q_link_021_joint_rad,q_link_020_joint_rad,q_link_022_joint_rad,q_link_024_joint_rad,q_link_016_joint_rad,q_link_018_joint_rad
right,1.0471975511965974,-0.252925,0.7942725511965973,-1.3001225511965975,1.047197551127369,-0.25292499933092105,1.9715286958543746e-08,6.690789589036683e-10,0.0839143074858764,-0.0484479458099723,0.09689589492873382,1.0471975709118844,1.47433676525463e-09,-0.134300207627801,-0.0203043080179007,4.37666318601356e-09,1.19238059703708e-09,,,,,,,,,0.570121513245803,-0.570121524100346,2.37309358607722e-13,0.57012152926433,0.0365395463814341,4.66029956959698e-10,-0.570121508539907,7.6198215151052e-09
right,1.3089969389957474,-0.252925,1.0560719389957474,-1.5619219389957475,1.3089969389108749,-0.25292499928894496,1.9699228248626358e-08,7.110550481748135e-10,0.0935942478727584,-0.0250785011575953,0.09689589493460933,1.3089969586949757,1.47433676525463e-09,-0.134300207627801,-0.0203043080165733,4.65432512138938e-09,1.19238059703708e-09,,,,,,,,,0.570121513191967,-0.570121524046501,3.75541300947154e-13,0.570121529210473,0.0365395463822048,4.1965693816288e-10,-0.570121508486098,8.20571847161268e-09
right,1.5707963267948966,-0.252925,1.3178713267948965,-1.8237213267948966,1.570796326694285,-0.252924999239285,1.9683046303953237e-08,7.607149909993893e-10,0.0968958949415566,1.90720637344996e-09,0.09689589494155662,1.5707963464779429,1.47433676525463e-09,-0.134300207627801,-0.0203043080150039,4.98483142928422e-09,1.19238059703708e-09,,,,,,,,,0.570121513128318,-0.57012152398284,5.46227668492075e-13,0.570121529146797,0.0365395463831162,3.60327500171324e-10,-0.57012150842248,8.93440462796799e-09
right,1.8325957145940457,-0.252925,1.5796707145940456,-2.0855207145940455,1.8325957144775349,-0.25292499918213496,1.966671270281495e-08,8.178650534595988e-10,0.0935942468999473,0.0250785048458868,0.09689589494954605,1.8325957342607584,1.47433676525463e-09,-0.134300207627801,-0.0203043080131993,5.37034537813913e-09,1.19238059703708e-09,,,,,,,,,0.570121513055136,-0.570121523909647,7.49845061509034e-13,0.570121529073579,0.0365395463841644,2.87755208238646e-10,-0.570121508349333,9.80557400534906e-09
right,2.0943951023931957,-0.252925,1.8414701023931956,-2.3473201023931956,2.0943951022606,-0.25292499911738997,1.965024454264608e-08,8.826100406089665e-10,0.0839143056045492,0.0484479491282292,0.09689589495858512,2.0943951220434402,1.47433676525463e-09,-0.134300207627801,-0.020304308011158,5.81415396006926e-09,1.19238059703708e-09,,,,,,,,,0.570121512972355,-0.570121523826854,9.86612943708432e-13,0.570121528990757,0.0365395463853498,2.01657601038547e-10,-0.570121508266584,1.08218064526001e-08
right,2.356194490192345,-0.252925,2.103269490192345,-2.6091194901923447,2.3561944900434453,-0.2529249990450049,1.9633675574226576e-08,9.549951385245947e-10,0.0685157430562713,0.0685157457467031,0.09689589496867168,2.3561945098260204,1.47433676525463e-09,-0.134300207627801,-0.0203043080088807,6.31844882321952e-09,1.19238059703708e-09,,,,,,,,,0.570121512879992,-0.570121523734475,1.25653470975012e-12,0.570121528898356,0.0365395463866716,1.01733289068623e-10,-0.570121508174245,1.19868255924247e-08
right,2.617993877991494,-0.252925,2.365068877991494,-2.870918877991494,2.6179938778259,-0.2529249989662101,1.9617033331087444e-08,1.0337898870282913e-09,0.0484479458436531,0.0839143075251725,0.09689589497960564,2.6179938976085273,1.47433676525463e-09,-0.134300207627801,-0.0203043080064129,6.88169814683632e-09,1.19238059703708e-09,,,,,,,,,0.570121512779868,-0.570121523634332,1.5603063129103e-12,0.570121528798225,0.0365395463881022,-1.24365744148791e-11,-0.570121508074117,1.329890755824e-08
right,2.879793265790643,-0.252925,2.6268682657906433,-3.132718265790643,2.87979326560797,-0.25292499888060993,1.960046169813268e-08,1.1193900806283352e-09,0.0250785011815451,0.093594247925164,0.09689589499142792,2.879793285391105,1.47433676525463e-09,-0.134300207627801,-0.0203043080037449,7.49286157964202e-09,1.19238059703708e-09,,,,,,,,,0.570121512671534,-0.570121523525966,1.89760174174021e-12,0.570121528689963,0.0365395463896461,-1.41186932670575e-10,-0.570121507965731,1.47657232504611e-08
right,3.141592653589793,-0.252925,2.8886676535897933,-3.394517653589793,3.14159265338916,-0.25292499879353003,1.958416564541738e-08,1.2064699794755995e-09,-1.89762519495599e-09,0.096895895003305,0.09689589500330502,-3.141592634005628,1.47433676525463e-09,-0.134300207627801,-0.0203043080010646,8.09857435021656e-09,1.19238059703708e-09,,,,,,,,,0.57012151256243,-0.570121523416797,2.26936004220433e-12,0.570121528581183,0.0365395463911884,-2.85043469318212e-10,-0.570121507856439,1.63827045027206e-08
right,-3.141592653589793,-0.22485000000000002,-3.366442653589793,2.916742653589793,-3.14159265343876,-0.22484999889432,1.8795183631681315e-08,1.105680019763966e-09,-1.89472264223741e-09,0.100808944230079,0.10080894423007901,-3.1415926347946095,1.47433676525463e-09,-0.134300207627801,-0.0194081063619728,7.61349327563403e-09,1.19238059703708e-09,,,,,,,,,0.5337790686304,-0.533779079850002,2.34086805417543e-12,0.533779084458463,0.0368436298721007,-4.26269719375376e-10,-0.533779063892322,1.6703498108311e-08
right,-2.8797932657906435,-0.22485000000000002,-3.1046432657906435,2.6549432657906435,-2.879793265648205,-0.22484999897759517,1.8796072698279435e-08,1.0224048552220921e-09,-0.0260912765102744,0.09737396224968,0.10080894421695775,-2.879793246994571,1.47433676525463e-09,-0.134300207627801,-0.0194081063649552,6.74314797449149e-09,1.19238059703708e-09,,,,,,,,,0.53377906874902,-0.533779079968426,1.97160703702996e-12,0.533779084579197,0.0368436298717374,-2.80132055584631e-10,-0.533779064009716,1.50570714990305e-08
right,-2.6179938779914944,-0.22485000000000002,-2.8428438779914944,2.3931438779914944,-2.61799387786038,-0.2248499990580799,1.878998245885555e-08,9.41920125230311e-10,-0.0504044737428125,0.0873031056629261,0.10080894420477735,-2.617993859201512,1.47433676525463e-09,-0.134300207627801,-0.0194081063677309,6.1522349753931e-09,1.19238059703708e-09,,,,,,,,,0.533779068860505,-0.533779080079845,1.63427216167563e-12,0.533779084691624,0.0368436298714223,-1.46289069102873e-10,-0.533779064120565,1.35534324739229e-08
right,-2.356194490192345,-0.22485000000000002,-2.581044490192345,2.131344490192345,-2.356194490073785,-0.224849999132545,1.878023914159144e-08,8.674550244780477e-10,-0.0712826893823801,0.0712826867049682,0.10080894419377447,-2.3561944714121057,1.47433676525463e-09,-0.134300207627801,-0.0194081063702391,5.66675426415631e-09,1.19238059703708e-09,,,,,,,,,0.533779068961703,-0.53377908018103,1.32884722230042e-12,0.533779084793246,0.0368436298711488,-2.4605494079575e-11,-0.533779064221431,1.21909999340318e-08
right,-2.0943951023931957,-0.22485000000000002,-2.3192451023931957,1.8695451023931957,-2.094395102287705,-0.22484999919777504,1.8769092946513414e-08,8.022249808892212e-10,-0.0873031075382537,0.0504044704535015,0.10080894418420319,-2.0943950836241028,1.47433676525463e-09,-0.134300207627801,-0.0194081063724212,5.25723685761805e-09,1.19238059703708e-09,,,,,,,,,0.533779069049863,-0.533779080269189,1.05504207886755e-12,0.533779084881663,0.0368436298709135,8.50792233979864e-11,-0.533779064309365,1.09727050127941e-08
right,-1.832595714594046,-0.22485000000000002,-2.057445714594046,1.607745714594046,-1.832595714502045,-0.224849999254635,1.8756600939084936e-08,7.453650197053463e-10,-0.0973739631898666,0.0260912728430081,0.10080894417594992,-1.832595695837445,1.47433676525463e-09,-0.134300207627801,-0.0194081063743021,4.90401479070878e-09,1.19238059703708e-09,,,,,,,,,0.533779069125967,-0.533779080345303,8.13172201788639e-13,0.533779084957886,0.036843629870714,1.82808098884781e-10,-0.533779064385346,9.89422294990201e-09
right,-1.5707963267948966,-0.22485000000000002,-1.7956463267948966,1.3459463267948966,-1.5707963267166298,-0.22484999930250005,1.874338440011059e-08,6.974999744446819e-10,-0.10080894416904,-1.88950079388409e-09,0.10080894416904002,-1.5707963080515122,1.47433676525463e-09,-0.134300207627801,-0.0194081063758764,4.60571289339738e-09,1.19238059703708e-09,,,,,,,,,0.533779069189703,-0.533779080409051,6.03041980299529e-13,0.533779085021685,0.0368436298705481,2.6864701730945e-10,-0.533779064449009,8.95526933355327e-09
right,-1.3089969389957472,-0.22485000000000002,-1.5338469389957472,1.0841469389957472,-1.30899693893142,-0.22484999934125005,1.8729693795904726e-08,6.587499712384925e-10,-0.0973739621997436,-0.0260912764899663,0.1008089441634668,-1.3089969202660534,1.47433676525463e-09,-0.134300207627801,-0.019408106377146,4.36346415266912e-09,1.19238059703708e-09,,,,,,,,,0.533779069241123,-0.533779080460482,4.2462769258079e-13,0.533779085073139,0.0368436298704148,3.42634666448544e-10,-0.533779064500385,8.15546386989299e-09
right,-1.0471975511965979,-0.22485000000000002,-1.2720475511965978,0.8223475511965979,-1.04719755114637,-0.22484999937100003,1.8715652139178477e-08,6.28999990981427e-10,-0.0873031056272016,-0.0504044737135346,0.10080894415920008,-1.0471975324809457,1.47433676525463e-09,-0.134300207627801,-0.0194081063781178,4.17702271706594e-09,1.19238059703708e-09,,,,,,,,,0.533779069280487,-0.533779080499856,2.77887734823922e-13,0.533779085112522,0.0368436298703129,4.04779127531825e-10,-0.533779064539725,7.49405532190557e-09
right,-0.7853981633974483,-0.22485000000000002,-1.0102481633974483,0.5605481633974483,-0.7853981633614615,-0.22484999939182848,1.8701344473015528e-08,6.081715409056443e-10,-0.0712826866840372,-0.0712826893502014,0.10080894415622024,-0.7853981446961038,1.47433676525463e-09,-0.134300207627801,-0.0194081063787964,4.04678519295967e-09,1.19238059703708e-09,,,,,,,,,0.53377906930798,-0.533779080527355,1.62736618177566e-13,0.533779085140025,0.0368436298702418,4.55071255504011e-10,-0.533779064567205,6.97092797937994e-09
right,-0.5235987755982987,-0.22485000000000002,-0.7484487755982987,0.2987487755982987,-0.523598775576678,-0.224849999403832,1.8686823421987245e-08,5.96168031608002e-10,-0.0504044704458366,-0.0873031075083908,0.10080894415450872,-0.5235987569114753,1.47433676525463e-09,-0.134300207627801,-0.0194081063791862,3.97282923393418e-09,1.19238059703708e-09,,,,,,,,,0.53377906932377,-0.53377908054315,7.91346489237909e-14,0.533779085155821,0.0368436298702008,4.93479067045203e-10,-0.533779064582992,6.58613367643952e-09
right,-0.2617993877991496,-0.22485000000000002,-0.48664938779914957,0.03694938779914955,-0.2617993877920067,-0.22484999940709136,1.8672120627449832e-08,5.929086666078831e-10,-0.0260912728455666,-0.0973739631665102,0.10080894415405156,-0.26179936912702895,1.47433676525463e-09,-0.134300207627801,-0.0194081063792903,3.95304541907639e-09,1.19238059703708e-09,,,,,,,,,0.533779069327986,-0.533779080547368,2.7078350214166e-14,0.53377908516004,0.036843629870189,5.19948506356583e-10,-0.533779064587211,6.33990385410191e-09
right,0.0,-0.22485000000000002,-0.22485000000000002,-0.22485000000000002,-7.447001348914739e-12,-0.22484999940169198,1.8657275804612784e-08,5.983080419991182e-10,1.88082027466849e-09,-0.100808944154831,0.10080894415483102,1.865727580461278e-08,1.47433676525463e-09,-0.134300207627801,-0.0194081063791131,3.99033895443621e-09,1.19238059703708e-09,,,,,,,,,0.533779069320799,-0.533779080540181,6.54000721483464e-15,0.533779085152854,0.0368436298702065,5.34403784223221e-10,-0.533779064580032,6.23291585314692e-09
right,0.2617993877991496,-0.22485000000000002,0.03694938779914955,-0.48664938779914957,0.26179938777699713,-0.22484999938763692,1.864230053660876e-08,6.123631046683897e-10,0.0260912764797424,-0.0973739621956267,0.10080894415684402,0.2617994064414501,1.47433676525463e-09,-0.134300207627801,-0.0194081063786554,4.08755002091272e-09,1.19238059703708e-09,,,,,,,,,0.533779069302246,-0.533779080521624,1.76355152721461e-14,0.533779085134297,0.0368436298702528,5.36735017277793e-10,-0.533779064561489,6.26541513527156e-09
right,0.5235987755982987,-0.22485000000000002,0.2987487755982987,-0.7484487755982987,0.5235987755613315,-0.22484999936488048,1.8627211106903022e-08,6.351195402931609e-10,0.0504044737062613,-0.0873031056324352,0.10080894416009585,0.5235987942255098,1.47433676525463e-09,-0.134300207627801,-0.0194081063779158,4.2446178220579e-09,1.19238059703708e-09,,,,,,,,,0.533779069272274,-0.533779080491647,6.0478552449648e-14,0.533779085104318,0.036843629870328,5.26811502327539e-10,-0.533779064531529,6.43756240301015e-09
right,0.7853981633974478,-0.22485000000000002,0.5605481633974478,-1.0102481633974478,0.7853981633455636,-0.22484999933340655,1.861203491326791e-08,6.665934748628644e-10,0.0712826893497508,-0.0712826866963191,0.10080894416458623,0.7853981820094827,1.47433676525463e-09,-0.134300207627801,-0.0194081063768946,4.46127806653737e-09,1.19238059703708e-09,,,,,,,,,0.533779069230883,-0.533779080450249,1.35226609137506e-13,0.533779085062923,0.0368436298704321,5.04477554054022e-10,-0.533779064490151,6.74989272342871e-09
right,1.0471975511965974,-0.22485000000000002,0.8223475511965974,-1.2720475511965974,1.047197551129703,-0.22484999929316707,1.8596798767589465e-08,7.068329532788908e-10,0.0873031075175459,-0.0504044704616016,0.10080894417031977,1.0471975697933962,1.47433676525463e-09,-0.134300207627801,-0.0194081063755906,4.73680917575135e-09,1.19238059703708e-09,,,,,,,,,0.533779069178022,-0.533779080397376,2.42094637440041e-13,0.533779085010064,0.036843629870565,4.69551984978299e-10,-0.533779064437299,7.20314976206624e-09
right,1.3089969389957474,-0.22485000000000002,1.0841469389957474,-1.5338469389957474,1.30899693891376,-0.22484999924408,1.8581540750517437e-08,7.559200210227601e-10,0.0973739631866075,-0.026091272860405,0.10080894417730452,1.3089969575772882,1.47433676525463e-09,-0.134300207627801,-0.0194081063740019,5.06865980975092e-09,1.19238059703708e-09,,,,,,,,,0.5337790691136,-0.533779080332938,3.81260540925539e-13,0.533779084945662,0.0368436298707268,4.21829766601549e-10,-0.533779064372877,7.7984617025307e-09
right,1.5707963267948966,-0.22485000000000002,1.3459463267948966,-1.7956463267948966,1.57079632669776,-0.22484999918596005,1.8566267634412273e-08,8.140399743172821e-10,0.100808944185571,1.87164583330591e-09,0.10080894418557101,1.5707963453611642,1.47433676525463e-09,-0.134300207627801,-0.0194081063721213,5.45234172422818e-09,1.19238059703708e-09,,,,,,,,,0.533779069037318,-0.533779080256634,5.52860108284709e-13,0.533779084869428,0.0368436298709182,3.61087928780695e-10,-0.53377906429659,8.53787898904331e-09
right,1.8325957145940457,-0.22485000000000002,1.6077457145940457,-2.0574457145940457,1.8325957144817302,-0.22484999911905013,1.855108822113039e-08,8.809498963646689e-10,0.0973739622349324,0.0260912764807549,0.10080894419507247,1.832595733145134,1.47433676525463e-09,-0.134300207627801,-0.0194081063699587,5.87358603156545e-09,1.19238059703708e-09,,,,,,,,,0.533779068949539,-0.533779080168822,7.57305735773338e-13,0.533779084781759,0.0368436298711373,2.87042049868101e-10,-0.533779064208781,9.42156435597386e-09
right,2.0943951023931957,-0.22485000000000002,1.8695451023931957,-2.3192451023931957,2.094395102265765,-0.224849999044075,1.8536083334907975e-08,9.559250335744451e-10,0.0873031056765355,0.050404473721115,0.10080894420571469,2.094395120929279,1.47433676525463e-09,-0.134300207627801,-0.0194081063675338,6.2918382107525e-09,1.19238059703708e-09,,,,,,,,,0.533779068850996,-0.533779080070228,9.95006518369812e-13,0.53377908468346,0.0368436298713818,1.99376710474211e-10,-0.533779064110171,1.04500496607118e-08
right,2.356194490192345,-0.22485000000000002,2.131344490192345,-2.581044490192345,2.3561944900499503,-0.2248499989605699,1.852095765642048e-08,1.039430125304719e-09,0.0712826867403082,0.0712826893807555,0.10080894421761485,2.3561945087133025,1.47433676525463e-09,-0.134300207627801,-0.0194081063648184,6.69935882179075e-09,1.19238059703708e-09,,,,,,,,,0.533779068740557,-0.533779079959717,1.26566395709041e-12,0.533779084573383,0.0368436298716557,9.78265294529485e-11,-0.533779063999659,1.16297025386428e-08
right,2.617993877991494,-0.22485000000000002,2.393143877991494,-2.842843877991494,2.617993877834505,-0.224849998870855,1.8505390553258397e-08,1.1291450274786285e-09,0.0504044704996864,0.0873031075650812,0.10080894423052894,2.6179938964968845,1.47433676525463e-09,-0.134300207627801,-0.0194081063618624,7.2478937117148e-09,1.19238059703708e-09,,,,,,,,,0.533779068620136,-0.533779079839187,1.56987649949489e-12,0.533779084453555,0.0368436298719554,-1.80222941732015e-11,-0.533779063879176,1.29595421098341e-08
right,2.879793265790643,-0.22485000000000002,2.654943265790643,-3.104643265790643,2.87979326561956,-0.22484999877729983,1.8487812170064902e-08,1.2227001910947166e-09,0.0260912728868871,0.0973739632489328,0.10080894424436021,2.8797932842784553,1.47433676525463e-09,-0.134300207627801,-0.0194081063586805,7.88750652834168e-09,1.19238059703708e-09,,,,,,,,,0.533779068490433,-0.533779079709337,1.9079093536965e-12,0.533779084324602,0.0368436298722862,-1.48586973395232e-10,-0.53377906374957,1.44413181491851e-08
right,3.141592653589793,-0.22485000000000002,2.916742653589793,-3.366442653589793,3.14159265340521,-0.22484999868575994,1.846459010203278e-08,1.314240077876505e-09,-1.86139584258412e-09,0.100808944258798,0.10080894425879801,-3.1415926351252033,1.47433676525463e-09,-0.134300207627801,-0.0194081063553294,8.1424029711825e-09,1.19238059703708e-09,,,,,,,,,0.533779068354,-0.533779079572728,2.27972925333528e-12,0.533779084188861,0.0368436298726582,-2.94303461728748e-10,-0.533779063613724,1.60781444780978e-08
right,-3.141592653589793,-0.196775,-3.3383676535897933,2.944817653589793,-3.141592653471395,-0.196774998728785,1.7848572841927535e-08,1.2712149943805429e-09,-1.87059910622492e-09,0.104803846975123,0.10480384697512302,-3.1415926357412203,1.47433676525463e-09,-0.134300207627801,-0.0184871343978476,1.64778469076485e-08,1.19238059703708e-09,,,,,,,,,0.496442767420078,-0.49644277900622,2.33421002126191e-12,0.496442783085891,0.036717966547774,-4.16744974266003e-10,-0.496442762633012,1.62664977723606e-08
right,-2.8797932657906435,-0.196775,-3.0765682657906437,2.6830182657906434,-2.879793265672855,-0.19677499884988503,1.780537806084226e-08,1.1501149754788997e-09,-0.0271252333967047,0.101232741993717,0.10480384696370729,-2.8797932479852655,1.47433676525463e-09,-0.134300207627801,-0.0184871344002858,1.26227529091368e-08,1.19238059703708e-09,,,,,,,,,0.496442767521182,-0.496442779107332,1.966279573349e-12,0.496442783185231,0.036717966548833,-2.71022721652864e-10,-0.496442762738112,1.46090492332121e-08
right,-2.6179938779914944,-0.196775,-2.8147688779914946,2.4212188779914943,-2.617993877879535,-0.19677499895905504,1.7782587402592753e-08,1.0409449691106687e-09,-0.0524019250891705,0.0907627929414944,0.10480384695034636,-2.617993860208907,1.47433676525463e-09,-0.134300207627801,-0.0184871344032569,1.02963725240241e-08,1.19238059703708e-09,,,,,,,,,0.4964427676418,-0.496442779227902,1.63023480513731e-12,0.496442783305879,0.0367179665499945,-1.37690755862995e-10,-0.496442762860137,1.30942832330582e-08
right,-2.356194490192345,-0.196775,-2.552969490192345,2.1594194901923447,-2.35619449008725,-0.19677499905454,1.7762360027262503e-08,9.454600158331772e-10,-0.0741075121809422,0.0741075095482936,0.10480384693845415,-2.356194472429985,1.47433676525463e-09,-0.134300207627801,-0.0184871344059043,8.27450406203861e-09,1.19238059703708e-09,,,,,,,,,0.496442767749012,-0.496442779335057,1.32523994253715e-12,0.496442783413357,0.0367179665510221,-1.64799489726344e-11,-0.496442762968397,1.17297403874292e-08
right,-2.0943951023931957,-0.196775,-2.291170102393196,1.8976201023931958,-2.09439510229743,-0.19677499913743013,1.7747035396808997e-08,8.625698766362433e-10,-0.090762794783368,0.0524019218528863,0.10480384692731358,-2.0943950846461603,1.47433676525463e-09,-0.134300207627801,-0.0184871344084131,6.92516092695499e-09,1.19238059703708e-09,,,,,,,,,0.496442767850328,-0.496442779436327,1.05207018357953e-12,0.496442783515133,0.0367179665519718,9.26286965730937e-11,-0.496442763070092,1.05074915469544e-08
right,-1.832595714594046,-0.196775,-2.029370714594046,1.635820714594046,-1.8325957145091798,-0.19677499920808994,1.773339874944213e-08,7.919100653008826e-10,-0.101232742913047,0.0271252297870482,0.10480384691746403,-1.8325956968606472,1.47433676525463e-09,-0.134300207627801,-0.0184871344106448,5.99396163550514e-09,1.19238059703708e-09,,,,,,,,,0.496442767940433,-0.496442779526403,8.10699359594348e-13,0.496442783605643,0.0367179665528071,1.89722265419901e-10,-0.496442763160313,9.42659017606081e-09
right,-1.5707963267948966,-0.196775,-1.7675713267948965,1.3740213267948966,-1.570796326721815,-0.19677499926688502,1.7720241940466508e-08,7.33114985385086e-10,-0.104803846909131,-1.85714953381399e-09,0.10480384690913101,-1.5707963090746546,1.47433676525463e-09,-0.134300207627801,-0.0184871344125379,5.30713919713826e-09,1.19238059703708e-09,,,,,,,,,0.496442768016865,-0.496442779602815,6.01039181802612e-13,0.496442783682411,0.0367179665535121,2.74871720807337e-10,-0.496442763236762,8.48686203495103e-09
right,-1.3089969389957472,-0.196775,-1.5057719389957471,1.1122219389957473,-1.308996938935145,-0.19677499931423492,1.7707188826321385e-08,6.857650836078477e-10,-0.101232741937099,-0.0271252333708803,0.10480384690233464,-1.3089969212885584,1.47433676525463e-09,-0.134300207627801,-0.0184871344140857,4.81850103074561e-09,1.19238059703708e-09,,,,,,,,,0.496442768079371,-0.49644277966531,4.23082966920354e-13,0.496442783745171,0.0367179665540863,3.48107724214799e-10,-0.496442763299239,7.68710871903591e-09
right,-1.0471975511965979,-0.196775,-1.2439725511965978,0.8504225511965978,-1.0471975511489622,-0.19677499935049803,1.7694017140357232e-08,6.495019799768187e-10,-0.0907627929000129,-0.0524019250545026,0.10480384689708837,-1.0471975335025807,1.47433676525463e-09,-0.134300207627801,-0.0184871344152822,4.47710363755339e-09,1.19238059703708e-09,,,,,,,,,0.4964427681277,-0.496442779713634,2.76802598517076e-13,0.496442783793684,0.036717966554529,4.09443105163517e-10,-0.496442763347525,7.0268144592149e-09
right,-0.7853981633974483,-0.196775,-0.9821731633974483,0.5886231633974482,-0.785398163363147,-0.19677499937596504,1.768062407592197e-08,6.240349625930008e-10,-0.0741075095224815,-0.0741075121430156,0.10480384689338408,-0.7853981457168242,1.47433676525463e-09,-0.134300207627801,-0.0184871344161281,4.25619483027899e-09,1.19238059703708e-09,,,,,,,,,0.49644276816187,-0.496442779747802,1.62159947189089e-13,0.496442783827978,0.0367179665548413,4.5886786522022e-10,-0.496442763381655,6.50569657793959e-09
right,-0.5235987755982987,-0.196775,-0.7203737755982987,0.32682377559829867,-0.5235987755776075,-0.1967749993908435,1.7666988760822733e-08,6.091565030175161e-10,-0.0524019218420989,-0.0907627947479054,0.10480384689120836,-0.5235987579313099,1.47433676525463e-09,-0.134300207627801,-0.0184871344166254,4.13472062623032e-09,1.19238059703708e-09,,,,,,,,,0.496442768181952,-0.496442779767882,7.91356290086446e-14,0.496442783848138,0.036717966555024,4.96350975425709e-10,-0.496442763401706,6.12381008900681e-09
right,-0.2617993877991496,-0.196775,-0.4585743877991496,0.06502438779914957,-0.26179938779230405,-0.19677499939527993,1.7653066952671992e-08,6.047200795666896e-10,-0.0271252297882151,-0.101232742884873,0.10480384689055204,-0.2617993701460826,1.47433676525463e-09,-0.134300207627801,-0.0184871344167758,4.1027004778272e-09,1.19238059703708e-09,,,,,,,,,0.496442768188011,-0.496442779773941,2.76897521046023e-14,0.49644278385423,0.0367179665550784,5.21838262458156e-10,-0.496442763407749,5.88136862084059e-09
right,0.0,-0.196775,-0.196775,-0.196775,-7.14099612775243e-12,-0.196774999389484,1.7638912936667673e-08,6.105159988667452e-10,1.84862593074513e-09,-0.104803846891393,0.10480384689139301,1.7638912936667673e-08,1.47433676525463e-09,-0.134300207627801,-0.0184871344165834,4.14320189152707e-09,1.19238059703708e-09,,,,,,,,,0.496442768180191,-0.496442779766118,7.8312314066751e-15,0.496442783846424,0.036717966555006,5.35253551756482e-10,-0.496442763399926,5.77896010427383e-09
right,0.2617993877991496,-0.196775,0.06502438779914957,-0.4585743877991496,0.2617993877779527,-0.1967749993735723,1.7624646519998066e-08,6.26427715255673e-10,0.0271252333602918,-0.101232741931006,0.10480384689370875,0.2617994054237961,1.47433676525463e-09,-0.134300207627801,-0.0184871344160527,4.24137421144426e-09,1.19238059703708e-09,,,,,,,,,0.496442768158639,-0.49644277974456,1.96530015717341e-14,0.496442783824902,0.0367179665548079,5.36487261530377e-10,-0.496442763378374,5.8169434331629e-09
right,0.5235987755982987,-0.196775,0.32682377559829867,-0.7203737755982987,0.5235987755629901,-0.19677499934751003,1.761021595214629e-08,6.524899787141436e-10,0.0524019250471094,-0.0907627929047729,0.10480384689751406,0.5235987932085147,1.47433676525463e-09,-0.134300207627801,-0.0184871344151804,4.39657202845706e-09,1.19238059703708e-09,,,,,,,,,0.496442768123223,-0.496442779709133,6.32762902227685e-14,0.496442783789526,0.0367179665544836,5.25407158284721e-10,-0.496442763342965,5.99549295757143e-09
right,0.7853981633974478,-0.196775,0.5886231633974478,-0.9821731633974479,0.7853981633479975,-0.19677499931134246,1.759553946989456e-08,6.886575476539036e-10,0.0741075121433805,-0.0741075095354573,0.10480384690281738,0.7853981809929873,1.47433676525463e-09,-0.134300207627801,-0.0184871344139637,4.60786498799783e-09,1.19238059703708e-09,,,,,,,,,0.496442768073842,-0.496442779659737,1.38847691187007e-13,0.496442783740189,0.0367179665540321,5.01856100686328e-10,-0.496442763293609,6.31517056797254e-09
right,1.0471975511965974,-0.196775,0.8504225511965974,-1.2439725511965973,1.0471975511329805,-0.19677499926505942,1.7580472633227373e-08,7.349405806156284e-10,0.0907627947593354,-0.052401921859168,0.10480384690964158,1.04719756877707,1.47433676525463e-09,-0.134300207627801,-0.0184871344123972,4.86992993967774e-09,1.19238059703708e-09,,,,,,,,,0.49644276801029,-0.496442779596166,2.4654843843229e-13,0.496442783676672,0.0367179665534522,4.65651310695904e-10,-0.496442763230117,6.77677015097966e-09
right,1.3089969389957474,-0.196775,1.1122219389957475,-1.5057719389957473,1.30899693891794,-0.19677499920863994,1.756478118508653e-08,7.913600608144833e-10,0.101232742909014,-0.0271252298042627,0.1048038469180239,1.3089969565605286,1.47433676525463e-09,-0.134300207627801,-0.0184871344104721,5.18184192685705e-09,1.19238059703708e-09,,,,,,,,,0.496442767932244,-0.496442779518099,3.86557223440486e-13,0.496442783598619,0.0367179665527414,4.16585235104659e-10,-0.496442763152192,7.38142375112161e-09
right,1.5707963267948966,-0.196775,1.3740213267948966,-1.7675713267948965,1.5707963267028,-0.19677499914183993,1.7548183350868385e-08,8.581600707824322e-10,0.104803846928023,1.83911710408532e-09,0.10480384692802301,1.57079634434308,1.47433676525463e-09,-0.134300207627801,-0.018487134408175,5.55464029941522e-09,1.19238059703708e-09,,,,,,,,,0.496442767839217,-0.496442779425053,5.5902029815859e-13,0.49644278350549,0.0367179665518955,3.54430137475853e-10,-0.496442763059378,8.13098547824451e-09
right,1.8325957145940457,-0.196775,1.6358207145940458,-2.029370714594046,1.832595714487435,-0.1967749990645249,1.753020373307379e-08,9.354751140389084e-10,0.101232741978001,0.0271252333626369,0.1048038469397094,1.8325957321242494,1.47433676525463e-09,-0.134300207627801,-0.0184871344054903,6.00509069450912e-09,1.19238059703708e-09,,,,,,,,,0.496442767730674,-0.496442779316501,7.6415038514286e-13,0.496442783396661,0.0367179665509107,2.78919421640061e-10,-0.496442762951191,9.02711376903798e-09
